threshold,precision,recall,f1,routed_count,routed_rate,heavy_call_reduction,tn,fp,fn,tp,model_name,model_role
0.24200965279549683,0.10631491795875357,0.9112903225806451,0.19041520625505529,26572,0.29997403506395276,0.7000259649360472,61734,23747,275,2825,HeavyRandomForest,heavy
0.24089255150348252,0.10583573217690381,0.9132258064516129,0.1896880967536601,26749,0.30197220622932686,0.6980277937706731,61563,23918,269,2831,HeavyRandomForest,heavy
0.23955729714560936,0.10521429101983214,0.9138709677419354,0.18870312395923533,26926,0.3039703773947009,0.6960296226052991,61388,24093,267,2833,HeavyRandomForest,heavy
0.23829222338109096,0.10467475925174335,0.9151612903225806,0.18786213290070525,27103,0.30596854856007494,0.6940314514399251,61215,24266,263,2837,HeavyRandomForest,heavy
0.23710483162760373,0.10410557184750734,0.9161290322580645,0.18696510862409482,27280,0.30796671972544903,0.692033280274551,61041,24440,260,2840,HeavyRandomForest,heavy
0.23599238724789326,0.10354372291218997,0.9170967741935484,0.18607847629021174,27457,0.3099648908908231,0.690035109109177,60867,24614,257,2843,HeavyRandomForest,heavy
0.23506469567915972,0.10291669682275457,0.9174193548387096,0.18507190733389733,27634,0.31196306205619717,0.6880369379438028,60691,24790,256,2844,HeavyRandomForest,heavy
0.23386028223217803,0.10236588522939738,0.9183870967741935,0.18420031055900624,27812,0.3139725223242005,0.6860274776757995,60516,24965,253,2847,HeavyRandomForest,heavy
0.2328570092057267,0.10178998892422023,0.9190322580645162,0.18328025989899963,27989,0.3159706934895745,0.6840293065104255,60341,25140,251,2849,HeavyRandomForest,heavy
0.2318515976898743,0.10115032308457005,0.9190322580645162,0.18224269174182822,28166,0.31796886465494856,0.6820311353450514,60164,25317,251,2849,HeavyRandomForest,heavy
0.23083681831883784,0.10062449282009667,0.92,0.18140762649874376,28343,0.31996703582032265,0.6800329641796774,59990,25491,248,2852,HeavyRandomForest,heavy
0.22988619888239892,0.10010518934081346,0.9209677419354839,0.1805819101834282,28520,0.3219652069856967,0.6780347930143034,59816,25665,245,2855,HeavyRandomForest,heavy
0.22872242217322802,0.0995922918771997,0.9219354838709677,0.17976538667169858,28697,0.3239633781510708,0.6760366218489292,59642,25839,242,2858,HeavyRandomForest,heavy
0.22777873464591125,0.09901641615294036,0.922258064516129,0.1788328016513417,28874,0.32596154931644483,0.6740384506835552,59466,26015,241,2859,HeavyRandomForest,heavy
0.22678454866319248,0.09844416907613934,0.9225806451612903,0.17790495148046778,29052,0.32797100958444814,0.6720289904155519,59289,26192,240,2860,HeavyRandomForest,heavy
0.22588705628508796,0.0980533032262479,0.9245161290322581,0.1773021126542733,29229,0.3299691807498222,0.6700308192501778,59118,26363,234,2866,HeavyRandomForest,heavy
0.2248007316817973,0.09766714275998095,0.9264516129032258,0.17670583892204514,29406,0.3319673519151963,0.6680326480848038,58947,26534,228,2872,HeavyRandomForest,heavy
0.2238056822130414,0.09718419362471689,0.9274193548387096,0.17593244194229413,29583,0.3339655230805703,0.6660344769194297,58773,26708,225,2875,HeavyRandomForest,heavy
